Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5959.99706687046,5984.32675765166,6093.58100268088,6281.13340657984,6434.97878688533,6596.97859963399,6887.32232189482,7184.32499728975,7250.56541509645,7382.55609775357,7738.53912072309,7918.83647652898,8217.25051613941,8605.56125000711,9197.69256597587,9763.24978848831,10470.8544759819,11315.4848398414,11880.0561407821,12087.7075800745,12967.5096494913,13710.9414433884,14318.6512965366,14943.7740855267,15484.9437302454,15974.4208451024,16542.8508541019,17244.5036832036,17907.4583841786,18493.5973842627,18242.5421657835,19507.2116769218,20094.8379948072,20950.1833428582,21737.6364565727,..
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11257.4362630542,11166.5096464532,11132.3795188013,11125.6559484613,11251.216001516,11429.3590247533,11679.1536087807,11964.1777193279,12088.1016622616,12351.5480491204,12769.8314917662,12904.861928295,13093.0651208582,13402.9919536458,13914.8111422905,14370.8850287562,14927.5485261449,15510.865766861,15747.7295109752,15452.5012186257,16047.9897391201,16479.4887946509,16784.9491797151,17122.0455272012,17500.1748281222,17868.0908568708,18232.7269157079,18714.9389431259,19189.0202232249,19552.0835148296,18811.4935530315,19866.7679184046,20409.442097194,20918.304708117,21405.1181042664,..
Urban population,SP.URB.TOTL,Afghanistan,AFG,733876,773024,814672,858901,905973,956366,1010084,1067482,1129123,1195179,1267855,1349488,1441645,1543056,1650260,1759081,1864882,1966480,2059835,2108092,2065080,1898524,1770423,1778939,1842406,1899310,1914757,1924724,1962223,2036230,2079567,2126708,2322254,2630068,2878870,3043587,3190220,3338510,3493981,3657429,3735826,3801530,4049282,4355660,4570616,4809142,5112900,5335009,5594228,5956998,6296457,6697314,7133763,7528643,7932845,8276911,8556767,8863448,9185453,9518439,9869688,10139249,10304561,10559793,10960719,..
Urban population,SP.URB.TOTL,Albania,ALB,496187,514252,531761,548877,565840,582443,598822,615797,634928,655529,675217,695370,717250,739303,761848,785266,808643,832582,855701,878177,901343,924368,948854,974035,999843,1026127,1052256,1080352,1108758,1148082,1179772,1185270,1192262,1200603,1210156,1220784,1232352,1244730,1257790,1271406,1285455,1296121,1316573,1338328,1361472,1385096,1408595,1431616,1455533,1481712,1511321,1548229,1540885,1529521,1518154,1506525,1494642,1482517,1470162,1457584,1444795,1431805,1418623,1405259,1391722,..
Urban population,SP.URB.TOTL,Algeria,DZA,3580718,3823922,4072654,4320233,4552618,4741561,4889772,5034779,5178374,5319510,5458756,5599005,5744293,5897884,6062977,6308238,6638614,6938055,7223730,7566103,7960837,8405426,8893699,9418959,9972491,10544625,11116073,11659109,12186093,12711055,13231487,13754678,14300934,14859950,15406780,15947041,16484647,17021583,17525977,18005609,18496636,18992271,19489064,19994951,20523947,21077300,21658728,22280927,22944895,23604602,24290813,24996281,25728190,26485182,27265874,28071021,28895912,29733972,30563352,31380950,32174559,32953086,33734939,34499817,35241479,..
Urban population,SP.URB.TOTL,American Samoa,ASM,7576,7885,8367,8983,9716,10538,11412,12306,13200,14050,14755,15330,15863,16371,16870,17412,17992,18582,19189,19812,20635,21749,22998,24316,25702,27159,28681,30270,31931,33656,35332,36959,38652,40405,42183,43943,45638,47215,48614,49759,50378,50522,50462,50281,50020,49698,49326,48932,48515,48089,47672,47225,46706,46113,45465,44771,44035,43275,42497,41701,41115,40469,39541,38669,37854,..
Urban population,SP.URB.TOTL,Andorra,AND,5559,6191,6877,7616,8404,9244,10206,11366,12667,14049,15513,17058,18688,20400,22184,24030,25918,27821,29710,31533,33253,34860,36622,38528,40282,41807,43627,45450,47118,48243,49844,53445,56595,59323,60441,59664,59614,60160,60660,60808,60598,60515,60827,63224,67276,69645,71132,72911,74261,74530,71635,68985,68097,66608,65290,63887,63882,65279,66524,67709,68552,69480,70742,71816,72831,..
Urban population,SP.URB.TOTL,Angola,AGO,543417,573130,600061,626376,652707,679651,707782,737661,769871,805036,848013,903210,973223,1056984,1151808,1257034,1372374,1499826,1640679,1794468,1962620,2145299,2342664,2555271,2782286,3023324,3277254,3540684,3815233,4103491,4403833,4715180,5034160,5359702,5697399,6056809,6441501,6849440,7275437,7717606,8179553,8662071,9165075,9690386,10238515,10803050,11387473,12000962,12641893,13309339,14007418,14735211,15486973,16257565,17036081,17884616,18764489,19678361,20616442,21582821,22565072,23569217,24606208,25670362,26768299,..
Urban population,SP.URB.TOTL,Antigua and Barbuda,ATG,22000,22238,22262,22166,22014,21840,21652,21504,21453,21549,21725,21804,21791,21736,21688,21672,21711,21817,21955,22117,22282,22419,22544,22676,22735,22704,22657,22595,22526,22454,22382,22502,22816,23114,23370,23597,23797,23961,24063,24110,24146,24156,24056,23833,23541,23226,22920,22648,22435,22290,22198,22183,22213,22234,22271,22352,22424,22481,22530,22575,22631,22695,22756,22816,22872,..
Urban population,SP.URB.TOTL,Argentina,ARG,14621664,15013176,15419383,15836504,16259161,16682575,17106148,17531642,17958219,18383217,18807010,19228499,19650524,20080031,20517671,20951709,21381862,21822560,22275073,22737523,23211516,23701650,24206867,24724648,25251657,25783535,26318920,26857591,27401560,27942321,28471342,28981810,29475632,29962442,30447613,30926626,31392585,31848753,32296565,32741812,33185952,33624665,34059720,34486742,34910927,35343493,35780106,36207032,36645376,37104726,37569823,38019648,38453227,38878399,39322940,39778119,40206401,40602996,40978889,41311179,41551256,41700565,41826509,41983907,42165780,..
Urban population,SP.URB.TOTL,Armenia,ARM,953310,1011582,1067129,1122952,1177831,1224091,1268301,1316353,1366034,1424249,1482158,1531301,1585940,1638411,1692981,1751103,1818653,1895703,1974334,2028422,2056454,2084172,2111585,2138951,2168731,2199532,2228164,2254838,2274976,2334466,2405349,2441205,2404540,2315124,2245126,2196091,2165902,2133865,2099273,2064053,2092402,2081979,2071538,2058007,2044439,2030480,2016226,2001966,1987601,1973031,1958733,1947568,1945308,1944911,1941318,1937756,1932813,1928044,1925405,1925764,1930134,1936079,1946680,1947417,1996388,..
Urban population,SP.URB.TOTL,Aruba,ABW,32417,32831,33348,33878,34412,34958,35498,35939,36269,36554,36793,36990,36823,37269,37573,37788,38059,38389,38672,39056,39591,40032,40485,41080,41477,40648,39407,38843,38902,39585,41061,43097,45123,48179,50732,52174,54274,56416,57818,58602,59203,59742,60108,60718,61924,63422,64426,64750,65080,65355,65341,65657,66448,67250,67758,68228,68506,68260,68108,68021,67327,66696,66405,66386,66731,..
Urban population,SP.URB.TOTL,Australia,AUS,8384980,8589782,8832579,9029282,9232659,9442452,9694441,9868547,10111751,10396961,10665033,11068629,11292248,11482157,11789287,11943754,12067148,12201112,12336608,12460640,12602370,12790311,13002279,13167148,13312210,13480054,13672181,13882537,14113466,14356754,14572799,14760567,14925139,15054144,15193419,15355800,15534900,15695573,15845343,16013850,16194873,16412043,16626336,16843424,17046218,17275230,17536551,17890272,18279705,18682547,18995744,19285449,19651972,20022958,20358615,20690828,21050112,21427053,21774643,22117801,22384444,22406757,22723275,23323885,23824991,..
Urban population,SP.URB.TOTL,Austria,AUT,3516761,3544100,3574823,3608144,3643770,3680146,3719727,3762289,3797388,3826775,3857059,3891771,3932407,3972906,3999286,4009502,4024774,4050579,4073765,4095790,4127627,4173893,4226170,4286469,4366060,4456022,4550099,4642819,4733149,4827637,4922335,5009734,5092540,5160837,5204941,5234969,5261780,5285002,5305416,5327564,5349244,5375534,5405920,5435373,5471610,5510983,5540047,5559727,5579027,5595916,5612241,5634856,5665678,5706762,5761563,5838802,5916629,5973998,6020808,6066549,6111709,6159224,6238704,6321602,6375560,..
Urban population,SP.URB.TOTL,Azerbaijan,AZE,1873100,1982196,2042780,2126163,2198694,2271145,2334186,2410588,2475414,2530589,2596192,2660476,2733544,2815600,2887700,2957274,3029400,3096773,3164273,3200879,3274500,3328674,3381474,3433400,3488776,3549913,3615986,3679477,3747639,3830107,3852800,3871347,3906474,3949700,3988274,4020074,4046200,4070174,4072600,4071063,4115417,4149567,4185217,4259154,4342904,4405961,4467456,4533343,4650150,4754190,4824586,4908383,5001842,5102221,5209197,5322292,5440710,5560945,5683974,5827198,5883630,5916999,5926668,5940831,5976185,..
Urban population,SP.URB.TOTL,"Bahamas, The",BHS,66999,70932,75211,79809,84480,89308,94605,100365,106573,113008,119050,124518,129669,134620,139536,144520,149615,154786,159952,165034,169996,174963,180107,185472,190972,196558,202108,207466,212601,217483,221864,225989,230403,234952,239279,243414,247430,251319,255096,258738,262423,266048,269620,273468,277503,281514,285805,290428,294803,298947,302875,306353,309367,312119,314700,316974,318898,320516,321888,322946,323279,322958,323278,324830,326343,..
Urban population,SP.URB.TOTL,Bahrain,BHR,136179,141885,147693,153615,159658,165349,169832,173400,175319,175695,176042,180276,189301,199947,211190,223017,235370,248189,261403,274941,288721,301907,314911,329113,344703,361544,379412,398005,416934,435721,453781,444769,456744,468699,480824,493152,505752,518680,531983,545736,560024,580898,626301,679140,740188,810323,890492,981723,1063176,1158709,1228543,1195020,1208964,1253191,1314562,1370322,1423726,1501116,1503091,1483756,1472204,1504365,1524693,1577059,1588670,..
Urban population,SP.URB.TOTL,Bangladesh,BGD,2649573,2813246,2999574,3195917,3406306,3633117,3878538,4147393,4441789,4760390,5098220,5424620,5793190,6257176,6792303,7500890,8425803,9498818,10653755,11819072,12916505,13900956,14856587,15811986,16754587,17685098,18601793,19505941,20397722,21284811,22174373,23060876,23942195,24811157,25679208,26556750,27442308,28359247,29319941,30328146,31368347,32422870,33501404,34611824,35739263,36869174,37989297,39091817,40166815,41205308,42198665,43174476,44162100,45144971,46116983,47081010,48043194,48982779,49903270,50830886,51746778,52643565,53650523,55140091,56717264,..
Urban population,SP.URB.TOTL,Barbados,BRB,93351,94653,96095,97839,99803,101975,104376,106737,108971,111098,113021,116010,120828,126763,133206,139805,146090,151653,155952,158584,159622,160139,160705,161313,161936,162535,163065,163503,163823,164050,164351,164806,165259,165566,165714,165704,165544,165266,164923,164586,163889,163504,163681,163597,163324,162941,162531,162241,162246,162540,163045,163576,164050,164485,164896,165288,165665,166027,166378,166711,167051,167375,167567,167774,168180,..
Urban population,SP.URB.TOTL,Belarus,BLR,2677715,2803565,2917742,3032978,3152406,3273817,3399729,3533947,3678968,3826540,3975243,4122243,4279568,4443939,4601709,4751551,4892844,5032853,5178291,5310840,5455144,5595791,5735184,5879637,6024916,6166050,6306894,6453372,6581076,6694562,6768476,6830654,6877815,6913198,6929641,6933464,6936318,6942036,6952014,6966654,6977467,6981231,6992747,6985987,6982922,6961016,6974268,6988229,7008135,7051542,7070213,7101886,7135016,7172091,7213046,7249681,7276827,7285391,7287995,7296081,7296574,7268211,7241570,7233843,7228942,..
Urban population,SP.URB.TOTL,Belgium,BEL,6029224,6082035,6139969,6225332,6329492,6436393,6531757,6620936,6699069,6767771,6820134,6873693,6940677,7002742,7064977,7125541,7178296,7227037,7273489,7319555,7366966,7405869,7442688,7480659,7518828,7559068,7599472,7643376,7704924,7769961,7829917,7895578,7963947,8031128,8091621,8143931,8194830,8249279,8301107,8353940,8407589,8469518,8540147,8608139,8677214,8756409,8845295,8941041,9042113,9144908,9258190,9408460,9495487,9568248,9638089,9720757,9796103,9859210,9928778,10006461,10072797,10129875,10218922,10313519,10389643,..
Urban population,SP.URB.TOTL,Belize,BLZ,49207,50467,51797,53276,54894,56612,58418,60294,62204,64037,65503,66551,67395,68099,68714,69515,70535,71555,72569,73644,74936,76314,77559,78679,79714,80702,81685,82716,83858,85175,86700,88468,90365,92293,94385,96905,99965,103488,107277,111110,114822,118292,121570,124717,127755,130710,133600,136447,139275,142111,144723,147094,149451,151812,154172,156541,159291,162048,164124,165551,166681,167591,169701,172442,174141,..
Urban population,SP.URB.TOTL,Benin,BEN,246433,262307,281349,303643,329127,357725,389303,423738,460955,500847,543302,588162,635286,684496,735569,788352,842656,898226,954685,1011910,1071673,1135540,1203060,1273704,1347344,1423900,1503076,1584622,1668159,1753097,1838898,1924987,2010613,2124859,2226891,2293851,2373091,2462401,2558252,2658739,2764143,2875387,2993685,3119092,3251609,3396560,3545780,3696716,3857773,4026151,4202306,4386851,4579909,4781525,4995274,5219181,5452301,5694127,5943422,6199527,6462696,6733023,7012213,7301866,7599516,..
Urban population,SP.URB.TOTL,Bermuda,BMU,42065,43123,44239,45340,46410,47461,48534,49514,50404,51306,52124,52607,52803,52946,53056,53129,53210,53322,53431,53517,53673,53997,54387,54777,55169,55547,55889,56265,56699,57129,57559,57984,58407,58816,59194,59526,59813,60177,60639,61124,61550,61867,62142,62386,62555,62711,62834,63010,63300,63565,63725,63733,63646,63574,63529,63464,63449,63578,63831,64107,64382,64648,64749,64698,64636,..
Urban population,SP.URB.TOTL,Bhutan,BTN,5563,5826,6104,6402,6722,7073,7463,7902,8400,8968,9763,11212,13524,16602,20387,24807,29776,35190,40927,46836,52735,58430,64081,70005,76211,82692,89460,96513,103834,111419,119051,125801,125608,124796,128926,131492,135726,142247,149078,156659,164684,172748,180848,188958,197059,204768,211748,218345,224874,231373,237890,244478,251183,258009,264903,271794,278763,285626,292250,298853,305607,312561,319679,328200,336908,..
Urban population,SP.URB.TOTL,Bolivia,BOL,1365937,1401305,1438022,1476278,1516156,1557765,1601291,1646954,1694899,1745075,1797439,1852144,1909224,1968936,2031620,2097335,2166470,2242492,2330280,2429542,2539374,2658870,2786900,2922490,3064859,3212561,3364415,3519635,3676752,3833604,3987822,4137101,4278214,4413125,4545926,4676865,4806644,4935367,5063678,5193104,5323763,5456235,5591093,5728357,5868328,6010850,6157023,6306212,6456728,6608557,6761848,6916574,7072737,7228889,7381304,7533596,7685664,7837272,7988348,8138866,8276640,8397341,8530729,8682963,8842767,..
Urban population,SP.URB.TOTL,Bosnia and Herzegovina,BIH,623578,658573,694645,732522,772208,813509,856147,899626,943260,986439,1028691,1070943,1115572,1162758,1211515,1261096,1310463,1358473,1404119,1446580,1485280,1519621,1551431,1581959,1610870,1638030,1663327,1686864,1708822,1729290,1748464,1766569,1691837,1572720,1512764,1520884,1598862,1670910,1713748,1744274,1770149,1791982,1809115,1818418,1815328,1808892,1807151,1797717,1780700,1762381,1743337,1723206,1701669,1686106,1680132,1673811,1667906,1662631,1658679,1654869,1648721,1638352,1635139,1642406,1649286,..
Urban population,SP.URB.TOTL,Botswana,BWA,15494,16195,16964,17806,19106,22031,26761,32798,39584,46553,53131,59362,65796,72723,79862,87277,95354,104346,115357,128075,140061,153394,173916,204693,245093,293542,348038,406107,464316,519734,569878,611031,645835,679756,712393,743600,773397,802386,831390,861154,892447,925456,959869,996151,1034740,1075474,1118001,1161671,1205709,1249151,1290916,1327452,1357935,1386262,1413925,1441169,1468135,1494821,1521064,1546805,1572109,1597397,1624699,1662291,1700820,..
Urban population,SP.URB.TOTL,Brazil,BRA,32343711,33947657,35589939,37276257,39009523,40789764,42621869,44513438,46478567,48541738,50723926,53099824,55742054,58622818,61696607,64923925,68270867,71688280,75116302,78485861,81715698,84825169,87901619,90960666,94003055,97023758,100010910,102958389,105876136,108773045,111663383,114541876,117389585,120168368,122906452,125691603,128574112,131664126,134970912,138251438,141213115,143854809,146362770,148750069,151038882,153261352,155420834,157513322,159534662,161481304,163375657,165254972,167142675,169039320,170939000,172822963,174663337,176450869,178163387,179821975,181349681,182593908,183701720,184993000,186337958,..
Urban population,SP.URB.TOTL,British Virgin Islands,VGB,965,992,1019,1054,1096,1147,1211,1290,1391,1524,1640,1718,1793,1869,1946,2026,2108,2194,2286,2384,2512,2712,2985,3304,3662,4048,4455,4872,5289,5690,6062,6361,6595,6824,7060,7300,7541,7785,8027,8264,8497,8739,9095,9485,9904,10351,10830,11343,11892,12460,12825,13473,14425,15269,16090,17072,17000,16642,17894,19068,19745,20407,20997,21692,22304,..
Urban population,SP.URB.TOTL,Brunei Darussalam,BRN,38296,41868,45866,50341,55279,60518,65943,71424,76794,81861,85458,87754,90345,93195,95841,98347,100775,103203,105598,108053,110810,114006,117667,121941,127109,133088,139769,146707,153686,160800,167853,174634,181121,187536,193957,200381,206801,213224,219645,226067,232494,238868,245219,251581,257863,263993,269905,276057,282562,288988,295232,300788,305269,309124,312801,316441,320167,323920,327557,331091,334545,337737,340513,343385,346570,..
Urban population,SP.URB.TOTL,Bulgaria,BGR,2919609,3051307,3149198,3253748,3505167,3749284,3881627,3989106,4101911,4267357,4442033,4594162,4731847,4851228,5041135,5058827,5123246,5231292,5334002,5426104,5506679,5602336,5697242,5779165,5879135,5820412,5845270,5921245,5990895,5975363,5844637,5791285,5734779,5712671,5718212,5702133,5661482,5623899,5603501,5587165,5577216,5542063,5445723,5425689,5395577,5367941,5359292,5333378,5312383,5308017,5288958,5335633,5316384,5224175,5169684,5105682,5044786,4993096,4939162,4877601,4803232,4772895,4750548,4753221,4763427,..
Urban population,SP.URB.TOTL,Burkina Faso,BFA,240638,248066,255767,263783,272176,281012,290243,299884,309983,320460,331345,342532,354086,366263,379259,392421,410716,440141,479891,528544,584806,646951,713175,781870,850804,916644,978353,1037314,1095382,1153384,1212205,1271698,1333049,1398434,1469282,1547056,1632399,1729152,1848313,1988968,2146640,2318732,2501314,2690204,2880908,3067572,3241678,3403924,3564805,3730392,3900977,4076885,4258760,4442630,4626895,4811061,4992552,5167968,5330964,5474995,5661318,5897239,6140271,6398229,6672606,..
Urban population,SP.URB.TOTL,Burundi,BDI,50823,54575,58562,62516,67154,72109,77321,83006,88961,95115,101655,108872,113730,118563,126827,135531,144371,154164,165013,175759,190404,206114,219667,234518,249646,264902,280088,297078,314566,331868,350134,368630,389514,387550,399927,434851,445350,455590,475068,497911,520450,546743,576713,611074,652005,696561,744445,797651,859617,939323,1029938,1123560,1231129,1353679,1488640,1620626,1755388,1912899,2096990,2302309,2514701,2737128,2973301,3224341,3488105,..
Urban population,SP.URB.TOTL,Cabo Verde,CPV,13652,14185,16028,19115,23241,28200,33757,39642,45543,51100,55675,58822,60885,62518,64017,65562,67196,68896,70801,73036,75848,80284,86805,94984,104416,114730,125537,136384,146803,156478,165669,174589,183192,191512,199574,207361,214902,222311,229653,236970,244488,252131,259539,266655,273566,280386,287239,294179,301185,308272,315033,320892,326249,331659,337154,342815,348718,354922,361429,368229,375118,383151,389981,396483,402959,..
Urban population,SP.URB.TOTL,Cambodia,KHM,554675,572377,585181,593559,611897,629398,646663,663195,730394,924405,1168351,1493524,1959589,2225997,1285141,307923,311826,314689,303241,469671,662100,682709,716082,759468,805333,851312,905120,965353,1024957,1087736,1158998,1234489,1331337,1444601,1582455,1752861,1931638,2104141,2215274,2270532,2321013,2369501,2417253,2465090,2514030,2565849,2622783,2685798,2762556,2883626,3063021,3295279,3578018,3908524,4283067,4697431,5148474,5627736,6125801,6523799,6662201,6808256,6945130,7079162,7209455,..
Urban population,SP.URB.TOTL,Cameroon,CMR,702246,730275,767115,812680,864676,923060,987825,1058946,1136375,1219951,1309308,1415957,1547219,1695710,1853201,2010365,2155376,2293724,2438444,2587993,2753169,2930698,3079205,3219451,3386047,3563944,3748166,3938991,4134379,4334660,4542784,4756729,4975374,5200151,5429837,5662890,5899405,6139836,6386187,6638943,6896344,7159139,7431715,7713743,8003379,8295484,8635576,8971286,9302971,9647093,10001311,10363590,10735368,11118012,11537190,11983591,12426367,12863323,13304652,13760230,14220747,14683856,15155435,15641490,16135479,..
Urban population,SP.URB.TOTL,Canada,CAN,12364937,12733381,13113348,13519270,13941842,14354320,14761817,15163359,15548672,15884609,16195277,16710234,16890713,17066635,17269154,17492220,17712333,17923769,18110478,18301539,18552651,18798471,19052106,19285680,19517196,19737813,19957782,20231106,20500429,20876032,21199350,21475370,21770770,22086284,22422480,22749039,23064128,23353656,23602268,23847964,24127975,24457300,24804820,25121387,25452772,25786467,26128307,26456662,26818233,27192999,27548892,27850187,28170388,28479956,28776424,29008679,29358914,29748383,30232734,30747991,31164845,31424728,32063777,33078918,34145777,..
